Map name	Object id	Item number	Item name	X	Y	Z
out02.odm	71	646	Horseshoe	-6053	11606	1
out02.odm	72	646	Horseshoe	-5822	11538	1
out02.odm	73	197	Gold	-992	19488	2695
out02.odm	74	66	Leather Armor	1312	19840	2635
out02.odm	75	110	Gauntlets	-96	19712	2737
out02.odm	76	71	Chain Mail	16896	-17376	2143
out02.odm	77	106	Huntsman's Cloak	18176	-17920	2001
out03.odm	0	731	Saints of Selinas Scroll 3	0	0	545
out03.odm	1	646	Horseshoe	-17392	4480	833
out03.odm	2	646	Horseshoe	-17968	4392	833
out03.odm	3	646	Horseshoe	-16888	3520	836
out03.odm	4	687	Siertal-laced ore	-18976	-17920	1
out03.odm	5	687	Siertal-laced ore	-16240	-18576	1
out03.odm	6	687	Siertal-laced ore	-18512	-13968	1
out03.odm	7	687	Siertal-laced ore	-13696	-14208	1
out03.odm	8	687	Siertal-laced ore	-10816	-17616	1
out03.odm	9	687	Siertal-laced ore	-13936	-12096	1249
out03.odm	10	687	Siertal-laced ore	-5040	-17184	1
out03.odm	11	687	Siertal-laced ore	-6320	-11488	1
out03.odm	12	687	Siertal-laced ore	-13360	-8272	1
out03.odm	13	10	Archangel Broadsword	2928	-20016	908
out03.odm	14	48	Blood Drop Crossbow	5760	-14912	933
out03.odm	15	6	Barrow Leafblade	22128	17136	3455
out03.odm	16	17	Steel Dagger	20576	13728	3759
out03.odm	17	198	Gold	6560	-15328	983
out03.odm	18	201	Crushed Rose Petals	8544	-17504	933
out03.odm	19	115	Walking Boots	5536	-18272	935
out03.odm	20	61	Journey Staff	5696	-19104	925
out03.odm	21	198	Gold	19776	16480	2369
out03.odm	22	198	Gold	19136	17120	2355
out03.odm	23	84	Wooden Buckler	19008	12032	3829
out03.odm	24	198	Gold	-19840	-16960	1
out03.odm	25	116	Steel Plated Boots	-20064	-18016	1
out03.odm	26	61	Journey Staff	-16160	-9664	1
out03.odm	27	198	Gold	-12608	-10816	1
out04.odm	0	11	Champion Sword	-15705	-16762	1025
out04.odm	1	733	Saints of Selinas Scroll 5	0	0	2465
out04.odm	2	209	Elvish Toadstool	-7488	-4064	1025
out04.odm	3	209	Elvish Toadstool	-14336	-2256	1077
out04.odm	4	209	Elvish Toadstool	-8432	-15488	1281
out04.odm	5	209	Elvish Toadstool	3248	-1472	3109
out04.odm	6	209	Elvish Toadstool	3376	-1504	3107
out04.odm	7	209	Elvish Toadstool	3216	-1568	3101
out04.odm	8	209	Elvish Toadstool	3360	-1648	3091
out04.odm	9	209	Elvish Toadstool	3232	-1760	3081
out04.odm	10	205	Phirna Root	-5536	21488	1
out04.odm	11	205	Phirna Root	-432	15152	1
out04.odm	12	205	Phirna Root	6176	6640	1
out04.odm	13	205	Phirna Root	13328	1952	1
out04.odm	14	205	Phirna Root	10096	-3184	1
out04.odm	15	205	Phirna Root	3184	-10016	1
out04.odm	16	205	Phirna Root	2160	-20496	1
out04.odm	17	205	Phirna Root	12064	-20432	1
out04.odm	18	205	Phirna Root	17440	-20000	1
out04.odm	19	205	Phirna Root	19952	-16272	1
out04.odm	20	205	Phirna Root	18976	-10816	1
out04.odm	21	205	Phirna Root	16960	-9216	1
out04.odm	22	205	Phirna Root	13344	-10304	5
out04.odm	23	205	Phirna Root	18864	11280	1
out04.odm	24	205	Phirna Root	13920	10128	1
out04.odm	25	205	Phirna Root	5152	20976	4
out04.odm	26	205	Phirna Root	11264	20912	1
out04.odm	27	205	Phirna Root	16960	20464	4
out04.odm	28	200	Widowsweep Berries	10560	17184	367
out04.odm	29	200	Widowsweep Berries	10544	13216	366
out04.odm	30	200	Widowsweep Berries	7104	19888	226
out04.odm	31	200	Widowsweep Berries	17792	16272	385
out04.odm	32	200	Widowsweep Berries	17680	13472	196
out04.odm	33	200	Widowsweep Berries	-19296	17376	2895
out04.odm	34	200	Widowsweep Berries	-18272	18112	3055
out04.odm	35	200	Widowsweep Berries	-19648	19136	3493
out04.odm	36	200	Widowsweep Berries	-18080	19632	3391
out04.odm	37	200	Widowsweep Berries	-18848	21168	3674
out04.odm	38	200	Widowsweep Berries	-17504	21840	3417
out04.odm	39	201	Crushed Rose Petals	-20640	19424	3475
out04.odm	40	201	Crushed Rose Petals	-17168	19472	3220
out04.odm	41	201	Crushed Rose Petals	-20240	18368	3324
out04.odm	42	201	Crushed Rose Petals	-17472	20752	3392
out04.odm	43	201	Crushed Rose Petals	4608	-1264	3060
out04.odm	44	201	Crushed Rose Petals	5840	-1216	2918
out04.odm	45	201	Crushed Rose Petals	2880	-800	3097
out04.odm	46	201	Crushed Rose Petals	-1024	-5920	1181
out04.odm	47	201	Crushed Rose Petals	1152	-6064	1150
out04.odm	48	201	Crushed Rose Petals	-240	-4976	1215
out04.odm	49	201	Crushed Rose Petals	2608	-5776	1281
out04.odm	50	201	Crushed Rose Petals	-5408	-6896	1081
out04.odm	51	201	Crushed Rose Petals	-4656	-7712	1187
out04.odm	52	201	Crushed Rose Petals	-5184	-8912	1180
out04.odm	53	201	Crushed Rose Petals	-5776	-11040	1075
out04.odm	54	201	Crushed Rose Petals	-6240	-12368	1025
out04.odm	55	201	Crushed Rose Petals	-4000	-15360	841
out04.odm	56	201	Crushed Rose Petals	-4784	-16160	1007
out04.odm	57	201	Crushed Rose Petals	-9008	-14640	1204
out04.odm	58	201	Crushed Rose Petals	-11264	-15440	1045
out04.odm	59	201	Crushed Rose Petals	-13168	-15536	1091
out04.odm	60	201	Crushed Rose Petals	-14256	-13920	1025
out04.odm	61	201	Crushed Rose Petals	-13568	-12992	1025
out04.odm	62	201	Crushed Rose Petals	-18832	-14560	1053
out04.odm	63	201	Crushed Rose Petals	-17984	-13440	1121
out04.odm	64	201	Crushed Rose Petals	-20592	-12240	1031
out04.odm	65	201	Crushed Rose Petals	-17296	-11488	1097
out04.odm	66	201	Crushed Rose Petals	-18448	-7312	1025
out04.odm	67	201	Crushed Rose Petals	-16432	-6208	1025
out04.odm	68	201	Crushed Rose Petals	-17824	-3392	1025
out04.odm	69	201	Crushed Rose Petals	-22256	10400	3286
out04.odm	70	201	Crushed Rose Petals	-7040	12672	1337
out04.odm	71	201	Crushed Rose Petals	-7904	14320	1511
out04.odm	72	201	Crushed Rose Petals	-3824	16688	1115
out04.odm	73	201	Crushed Rose Petals	-2912	12944	1109
out04.odm	74	201	Crushed Rose Petals	-992	10400	1231
out04.odm	75	201	Crushed Rose Petals	-624	8736	1336
out04.odm	76	201	Crushed Rose Petals	-9248	12448	1535
out04.odm	77	200	Widowsweep Berries	-6896	14512	1251
out04.odm	78	200	Widowsweep Berries	-1264	12464	1390
out04.odm	79	200	Widowsweep Berries	-2432	9824	1267
out04.odm	80	200	Widowsweep Berries	368	9424	1452
out04.odm	81	200	Widowsweep Berries	-5024	12768	1025
out04.odm	82	646	Horseshoe	-1752	-7176	1153
out04.odm	83	646	Horseshoe	-968	-7800	1074
out04.odm	84	646	Horseshoe	-1848	-5032	1229
out04.odm	85	198	Gold	-2704	13472	1134
out04.odm	86	198	Gold	-7344	14480	1357
out04.odm	87	198	Gold	-7072	15712	1261
out04.odm	88	198	Gold	-864	9840	1252
out04.odm	89	44	Snakewood Bow	-7504	13184	1408
out04.odm	90	44	Snakewood Bow	-1824	11888	1306
out04.odm	91	44	Snakewood Bow	-2560	14720	1145
out04.odm	92	208	Moonstone	-19984	7552	1025
out04.odm	93	208	Moonstone	-19952	9152	1025
out04.odm	94	208	Moonstone	-12768	12768	1025
out04.odm	95	209	Elvish Toadstool	-14784	8672	1107
out04.odm	96	209	Elvish Toadstool	-13808	9200	1051
out04.odm	97	209	Elvish Toadstool	-17472	14256	1025
out04.odm	98	209	Elvish Toadstool	-19856	11152	1025
out04.odm	99	218	Mercury	-15760	7728	1025
out04.odm	100	218	Mercury	-17600	7216	1025
out04.odm	101	218	Mercury	-20752	11600	2552
out04.odm	102	218	Mercury	-19856	12640	1025
out04.odm	103	689	Kergar-laced ore	-9632	2688	1839
out04.odm	104	689	Kergar-laced ore	-9616	896	193
out04.odm	105	689	Kergar-laced ore	-7888	208	1257
out04.odm	106	688	Phylt-laced ore	-8544	336	672
out04.odm	107	688	Phylt-laced ore	-9184	1520	193
out04.odm	108	688	Phylt-laced ore	-8576	2704	1961
out04.odm	109	688	Phylt-laced ore	-7104	2400	1939
out04.odm	110	688	Phylt-laced ore	-10240	1760	999
out04.odm	111	198	Gold	-1888	11424	1291
out04.odm	112	67	Studded Leather	-7072	13408	1321
out04.odm	113	198	Gold	-8864	11104	1441
out04.odm	114	198	Gold	-8992	3328	2011
out04.odm	115	198	Gold	-7488	320	961
out04.odm	116	72	Steel Chain Mail	-13216	9632	1121
out04.odm	117	211	Fae Dust	-12704	10592	1097
out04.odm	118	0		-16832	12512	964
out05.odm	0	267	Pure Endurance	-3175	13534	3073
out05.odm	1	268	Pure Personality	-3168	13465	3073
out05.odm	2	646	Horseshoe	7840	-16240	2625
out05.odm	3	646	Horseshoe	8576	-16240	2625
out05.odm	4	646	Horseshoe	7600	-15544	2625
out05.odm	5	207	Harpy Feather	64	-8640	2109
out05.odm	6	207	Harpy Feather	-7872	1472	1373
out05.odm	7	207	Harpy Feather	-3648	5120	2249
out05.odm	8	207	Harpy Feather	6272	-4928	1837
out05.odm	9	207	Harpy Feather	7744	-8000	2721
out05.odm	10	207	Harpy Feather	-64	-3136	1681
out05.odm	11	207	Harpy Feather	-2240	-2304	1637
out05.odm	12	207	Harpy Feather	-6272	-10368	3041
out05.odm	13	202	Vial of Troll Blood	-1216	-5184	973
out05.odm	14	202	Vial of Troll Blood	12160	-10560	2461
out05.odm	15	202	Vial of Troll Blood	-1344	-11904	1957
out05.odm	16	202	Vial of Troll Blood	-8000	-4928	1737
out05.odm	17	202	Vial of Troll Blood	2816	768	1681
out05.odm	18	222	Cure Wounds	6464	3328	129
out05.odm	19	222	Cure Wounds	8896	3392	253
out05.odm	20	222	Cure Wounds	13952	-2880	657
out05.odm	21	222	Cure Wounds	15744	-3584	401
out05.odm	22	222	Cure Wounds	-2752	-384	1565
out05.odm	23	616	Genie Lamp	21504	7488	3073
out05.odm	24	616	Genie Lamp	15168	5248	2761
out05.odm	25	616	Genie Lamp	-704	13888	3065
out05.odm	26	616	Genie Lamp	-8512	19904	3065
out05.odm	27	690	Erudine-laced ore	-11648	7424	1073
out05.odm	28	690	Erudine-laced ore	448	-960	1297
out05.odm	29	690	Erudine-laced ore	5184	-8896	1557
out05.odm	30	690	Erudine-laced ore	16704	-1408	1025
out05.odm	31	690	Erudine-laced ore	-17600	5120	2089
out05.odm	32	689	Kergar-laced ore	-2240	9600	605
out05.odm	33	689	Kergar-laced ore	-1216	2688	1537
out05.odm	34	689	Kergar-laced ore	-13120	-2432	1977
out05.odm	35	689	Kergar-laced ore	2880	-2112	1513
out05.odm	36	689	Kergar-laced ore	-21248	9536	3113
out05.odm	37	689	Kergar-laced ore	-13312	5888	1425
out05.odm	38	102	Strong Belt	-7584	-7584	1925
out05.odm	39	67	Studded Leather	5120	-6720	2525
out05.odm	40	198	Gold	-8992	-1792	1225
out05.odm	41	95	Traveller's Hat	-4768	-5248	1801
out05.odm	42	199	Gold	-6688	21760	1
out05.odm	43	199	Gold	-640	16640	1
out06.odm	0	646	Horseshoe	0	0	801
out06.odm	1	646	Horseshoe	8872	17720	1
out06.odm	2	646	Horseshoe	9928	17640	1
out06.odm	3	646	Horseshoe	9032	16424	1
out06.odm	4	616	Genie Lamp	-20608	-11776	1025
out06.odm	5	616	Genie Lamp	-7136	-21344	1
out06.odm	6	616	Genie Lamp	18848	-9024	155
out06.odm	7	690	Erudine-laced ore	-20992	19328	801
out06.odm	8	690	Erudine-laced ore	-2816	20608	801
out06.odm	9	690	Erudine-laced ore	1984	9664	1
out06.odm	10	690	Erudine-laced ore	64	-3328	801
out06.odm	11	690	Erudine-laced ore	-8704	-3136	801
out06.odm	12	690	Erudine-laced ore	-21888	1536	673
out06.odm	13	690	Erudine-laced ore	768	-18433	800
out06.odm	14	689	Kergar-laced ore	13120	-21760	849
out06.odm	15	689	Kergar-laced ore	2752	64	801
out06.odm	16	689	Kergar-laced ore	-11648	9088	801
out06.odm	17	689	Kergar-laced ore	-14208	19776	100
out06.odm	18	689	Kergar-laced ore	2816	15232	1
out06.odm	19	103	Silver Belt	5760	-20192	1377
out06.odm	20	198	Gold	13984	-17728	801
out06.odm	21	73	Fine Chain Mail	8000	15168	801
out06.odm	22	107	Ranger's Cloak	-21376	-4736	801
out06.odm	23	40	Lizardman Trident	-17600	-3201	600
out06.odm	24	228	Haste	-15584	3328	801
out06.odm	25	68	Officer's Leather	-3776	6464	801
out06.odm	26	198	Gold	-3744	10528	801
out06.odm	27	67	Studded Leather	-12448	10528	801
out09.odm	0	616	Genie Lamp	16744	-10000	86
out09.odm	1	199	Gold	5192	-8312	385
out09.odm	2	199	Gold	2760	-8688	353
out09.odm	3	49	Caravaner's Crossbow	-11688	-5768	225
out09.odm	4	54	Supreme Flail	-13920	-3240	193
out09.odm	5	76	Plate Armor	-12768	-7296	209
out09.odm	6	198	Gold	-12192	-5568	225
out09.odm	7	7	Dark Elven Sword	-13280	-3168	193
out09.odm	8	67	Studded Leather	3072	-8992	353
out09.odm	9	112	Silver Mesh Gauntlets	4096	-10848	391
out09.odm	10	198	Gold	4672	-8160	385
out09.odm	11	198	Gold	5408	-10752	417
out10.odm	0	197	Gold	19240	-6336	1340
out10.odm	1	197	Gold	16856	-8160	543
out10.odm	2	197	Gold	19872	-9232	736
out10.odm	3	21	Exquisite Long Dagger	-4160	20768	1
out10.odm	4	37	Weighted Halberd	16704	21696	261
out10.odm	5	208	Moonstone	-8432	-13008	7001
out10.odm	6	208	Moonstone	-10240	-11232	8001
out10.odm	7	208	Moonstone	-9648	-13520	8001
out10.odm	8	208	Moonstone	-6384	-13648	8001
out10.odm	9	208	Moonstone	-5600	-11568	8001
out10.odm	10	213	Garnet	-6864	-10592	8001
out10.odm	11	213	Garnet	-9088	-9632	8001
out10.odm	12	213	Garnet	-10464	-12112	8001
out10.odm	13	213	Garnet	-8944	-14112	8001
out10.odm	14	616	Genie Lamp	-8976	16576	1025
out10.odm	15	616	Genie Lamp	19328	20240	1000
out10.odm	16	199	Gold	19840	18272	1025
out10.odm	17	199	Gold	12048	16672	797
out10.odm	18	199	Gold	7200	15920	929
out10.odm	19	199	Gold	-4288	17232	929
out10.odm	20	11	Champion Sword	-7696	15856	1025
out10.odm	21	63	Priestly Staff	18320	13824	1025
out10.odm	22	75	Golden Chain Mail	10736	-12128	3841
out10.odm	23	691	Stalt-laced ore	-9952	-10176	8001
out10.odm	24	691	Stalt-laced ore	-10272	-12512	8001
out10.odm	25	691	Stalt-laced ore	-7488	-14016	8001
out10.odm	26	691	Stalt-laced ore	-6240	-10720	8001
out10.odm	27	690	Erudine-laced ore	-7296	-9920	8001
out10.odm	28	690	Erudine-laced ore	-8192	-9440	8001
out10.odm	29	690	Erudine-laced ore	-9568	-11296	8001
out10.odm	30	690	Erudine-laced ore	-9888	-12480	8001
out10.odm	31	82	Regnan Tournament Shield	8096	20256	1
out10.odm	32	199	Gold	1536	19328	105
out11.odm	0	735	Saints of Selinas Scroll 6	0	0	2238
out11.odm	1	216	Obsidian	9216	-3040	1
out11.odm	2	216	Obsidian	9568	-5408	1
out11.odm	3	216	Obsidian	18496	-7584	1
out11.odm	4	216	Obsidian	20224	-12224	1
out11.odm	5	216	Obsidian	21696	-17760	1
out11.odm	6	216	Obsidian	15072	-21728	1
out11.odm	7	216	Obsidian	12352	-20960	1
out11.odm	8	216	Obsidian	7168	-14560	1
out11.odm	9	216	Obsidian	-6976	-19904	1
out11.odm	10	216	Obsidian	-13216	-19552	1
out11.odm	11	216	Obsidian	-20576	-16416	1
out11.odm	12	216	Obsidian	-21216	8064	1
out11.odm	13	216	Obsidian	-15776	10368	1
out11.odm	14	216	Obsidian	-19840	19072	1
out11.odm	15	216	Obsidian	-9664	13504	1
out11.odm	16	216	Obsidian	-6912	21024	1
out11.odm	17	216	Obsidian	10496	12384	1
out11.odm	18	216	Obsidian	11904	19744	1
out11.odm	19	216	Obsidian	5536	16064	1
out11.odm	20	216	Obsidian	19776	8096	1
out11.odm	21	216	Obsidian	17888	4544	1
out11.odm	22	216	Obsidian	-5664	-10848	97
out11.odm	23	216	Obsidian	-8064	-4352	97
out11.odm	24	216	Obsidian	6688	-21728	1
out11.odm	25	216	Obsidian	7648	-18624	1
out11.odm	26	216	Obsidian	9920	-15104	1
out11.odm	27	141	Fairy Wand of Ice	5200	18016	1
out11.odm	28	119	Paladin Boots	13408	16240	1
out11.odm	29	206	Meteorite Fragment	11856	16032	1
out11.odm	30	206	Meteorite Fragment	14960	-5520	1
out11.odm	31	206	Meteorite Fragment	10400	-3712	1
out11.odm	32	206	Meteorite Fragment	-16448	-12048	1
out11.odm	33	206	Meteorite Fragment	-16096	-14480	1
out11.odm	34	206	Meteorite Fragment	-17600	-9824	1
out11.odm	35	206	Meteorite Fragment	12240	-19552	1
out11.odm	36	206	Meteorite Fragment	8032	-15232	1
out11.odm	37	206	Meteorite Fragment	-1088	4176	2241
out11.odm	38	206	Meteorite Fragment	-6864	5040	2488
out11.odm	39	198	Gold	-18912	-7488	1
out11.odm	40	198	Gold	-17104	-6240	1
out11.odm	41	198	Gold	12032	-16752	1
out11.odm	42	199	Gold	21168	11936	1
out11.odm	43	198	Gold	12464	19040	1
out11.odm	44	198	Gold	-10144	21744	1
out11.odm	45	6	Barrow Leafblade	-10352	20848	1
out11.odm	46	25	 Battleaxe of Wings	-4832	21584	1
out11.odm	47	25	 Battleaxe of Wings	-20672	-6576	1
out11.odm	48	689	Kergar-laced ore	-19648	-12576	1
out11.odm	49	689	Kergar-laced ore	-4896	-9984	97
out11.odm	50	689	Kergar-laced ore	-10496	-16160	1
out11.odm	51	689	Kergar-laced ore	-864	-22080	97
out11.odm	52	689	Kergar-laced ore	9056	-17056	1
out11.odm	53	689	Kergar-laced ore	18880	-9856	1
out11.odm	54	689	Kergar-laced ore	16288	5952	1
out11.odm	55	689	Kergar-laced ore	7008	12288	1
out11.odm	56	689	Kergar-laced ore	-10304	12704	1
out11.odm	57	689	Kergar-laced ore	-16576	20992	1
out11.odm	58	689	Kergar-laced ore	-17024	7232	705
out11.odm	59	689	Kergar-laced ore	-12256	11648	257
out11.odm	60	689	Kergar-laced ore	-9600	4608	97
out11.odm	61	689	Kergar-laced ore	-14112	352	97
out11.odm	62	689	Kergar-laced ore	-6720	-6816	1601
out11.odm	63	450	Heroism	2784	-992	1
out11.odm	64	71	Chain Mail	2176	-3040	1
out11.odm	65	198	Gold	8736	-3264	1
out11.odm	66	211	Fae Dust	9376	-13888	1
out11.odm	67	24	Battle Hatchet	7392	-22016	1
out11.odm	68	198	Gold	3968	-19424	1
out11.odm	69	198	Gold	-5952	-7648	1601
out11.odm	70	90	Conscript's Helm	-21152	-21152	1
out11.odm	71	113	Minotaur Gauntlets	-20704	-17600	1
out11.odm	72	198	Gold	-10400	15840	1
out11.odm	73	4	Elven Sword	18912	8832	1
out12.odm	0	616	Genie Lamp	12752	11616	1
out12.odm	1	616	Genie Lamp	11728	13552	1
out12.odm	2	616	Genie Lamp	1952	19280	1
out12.odm	3	616	Genie Lamp	-3472	22272	1
out12.odm	4	616	Genie Lamp	13856	-13904	1
out12.odm	5	616	Genie Lamp	-20928	-21728	1
out12.odm	6	199	Gold	-14448	15024	6401
out12.odm	7	199	Gold	-13648	14848	6401
out12.odm	8	199	Gold	-13632	14288	6401
out12.odm	9	199	Gold	-15360	14384	6401
out12.odm	10	199	Gold	-14624	14544	6401
out12.odm	11	199	Gold	-14512	13744	6401
out12.odm	12	199	Gold	-13040	14864	6401
out12.odm	13	199	Gold	-15392	15552	6405
out12.odm	14	158	Mystic Wand of Shrinking	-22272	4896	4251
out12.odm	15	158	Mystic Wand of Shrinking	-20688	-6944	3378
out12.odm	16	19	Twilight Kris	-11056	-11760	1204
out12.odm	17	19	Twilight Kris	14208	4448	979
out12.odm	18	46	Devilbone Bow	6560	15936	857
out12.odm	19	70	Royal Leather	-15440	15104	6406
out12.odm	20	269	Pure Accuracy	-10992	14736	7235
out12.odm	21	269	Pure Accuracy	4960	8576	1193
out12.odm	22	214	Vial of Devil Ichor	15344	6000	830
out12.odm	23	214	Vial of Devil Ichor	-19184	-10560	3201
out12.odm	24	214	Vial of Devil Ichor	-19152	-13040	3201
out12.odm	25	214	Vial of Devil Ichor	-11760	-11600	1217
out12.odm	26	214	Vial of Devil Ichor	-11200	7488	7573
out12.odm	27	214	Vial of Devil Ichor	-10016	4960	6897
out12.odm	28	209	Elvish Toadstool	-12304	7376	7502
out12.odm	29	209	Elvish Toadstool	-12080	18160	7981
out12.odm	30	209	Elvish Toadstool	-8464	17600	7173
out12.odm	31	209	Elvish Toadstool	6352	-2736	1087
out12.odm	32	209	Elvish Toadstool	5600	-4960	1217
out12.odm	33	219	Philosopher's Stone	4944	-5488	1217
out12.odm	34	219	Philosopher's Stone	-3504	-3152	1067
out12.odm	35	219	Philosopher's Stone	-20032	-6816	4019
out12.odm	36	219	Philosopher's Stone	-18192	-12560	3201
out12.odm	37	219	Philosopher's Stone	-15616	-18608	790
out12.odm	38	204	Dragon's Eye	-14288	15488	6401
out12.odm	39	204	Dragon's Eye	6976	6416	1269
out12.odm	40	204	Dragon's Eye	5664	5504	1215
out12.odm	41	45	Composite Bow	-14168	14160	6401
out12.odm	42	19	Twilight Kris	-13184	13688	6401
out12.odm	43	206	Meteorite Fragment	-15328	11472	7784
out12.odm	44	206	Meteorite Fragment	-11760	12192	7613
out12.odm	45	206	Meteorite Fragment	-18816	14272	8001
out12.odm	46	387	Divine Intervention	-3168	21968	1
out12.odm	47	691	Stalt-laced ore	-17664	-21568	1
out12.odm	48	691	Stalt-laced ore	-9280	-19328	1
out12.odm	49	691	Stalt-laced ore	11328	-15488	1
out12.odm	50	691	Stalt-laced ore	-14816	15744	6401
out12.odm	51	691	Stalt-laced ore	-13760	13760	6401
out12.odm	52	691	Stalt-laced ore	-12672	15264	6409
out12.odm	53	691	Stalt-laced ore	-96	19808	1
out12.odm	54	691	Stalt-laced ore	15232	7968	1
out12.odm	55	119	Paladin Boots	8224	-15360	577
out12.odm	56	116	Steel Plated Boots	6992	-8992	1157
out12.odm	57	52	Zealot Mace	-14544	-18448	767
out12.odm	58	58	Club	-15456	13600	6425
out12.odm	59	63	Priestly Staff	-15104	-17888	821
out12.odm	60	58	Club	15712	-5408	991
out12.odm	61	199	Gold	-928	16416	1141
out12.odm	62	22	Blade of Mercy	7328	15648	879
out12.odm	63	199	Gold	6272	17440	599
out12.odm	64	8	Heroic Sword	-21760	12896	5547
out12.odm	65	49	Caravaner's Crossbow	-4000	-3136	1035
out13.odm	0	732	Saints of Selinas Scroll 4	-1	0	3583
out13.odm	1	206	Meteorite Fragment	5920	5760	2779
out13.odm	2	646	Horseshoe	4608	-10440	321
out13.odm	3	646	Horseshoe	4184	-11392	321
out13.odm	4	646	Horseshoe	5288	-10272	321
out13.odm	5	145	Alacorn Wand of Fireballs	4448	9664	3073
out13.odm	6	202	Vial of Troll Blood	-640	6944	3073
out13.odm	7	202	Vial of Troll Blood	960	3744	3073
