Map name	Object id	Item number	Item name	X	Y	Z
7out03.odm	15	819	Steel Dagger	20576	13728	3759
7out03.odm	16	1533	Saints of Selinas Scroll 3	0	0	545
7out03.odm	17	51	Hayfork	-20064	-14016	1
7out03.odm	18	188	Gold	-20064	-18016	1
7out03.odm	19	188	Gold	-15744	-18336	1
7out03.odm	20	1673	Chain Mail	19776	16480	2369
7out03.odm	21	188	Gold	5536	-18272	935
7out03.odm	22	188	Gold	19136	17120	2355
7out03.odm	23	878	Plate Armor	-16160	-9664	1
7out03.odm	24	188	Gold	19008	12032	3829
7out03.odm	25	188	Gold	5696	-19104	925
7out03.odm	26	188	Gold	-12608	-10816	1
7out03.odm	27	188	Gold	6560	-15328	983
7out03.odm	28	1662	Killer Club	-19840	-16960	1
7out04.odm	0	1011	Elvish Toadstool	-7488	-4064	1025
7out04.odm	1	1011	Elvish Toadstool	-14336	-2256	1077
7out04.odm	2	1011	Elvish Toadstool	-8432	-15488	1281
7out04.odm	3	1011	Elvish Toadstool	3248	-1472	3109
7out04.odm	4	1011	Elvish Toadstool	3376	-1504	3107
7out04.odm	5	1011	Elvish Toadstool	3216	-1568	3101
7out04.odm	6	1011	Elvish Toadstool	3360	-1648	3091
7out04.odm	7	1011	Elvish Toadstool	3232	-1760	3081
7out04.odm	8	1007	Phirna Root	-5536	21488	1
7out04.odm	9	1007	Phirna Root	-432	15152	1
7out04.odm	10	1007	Phirna Root	6176	6640	1
7out04.odm	11	1007	Phirna Root	13328	1952	1
7out04.odm	12	1007	Phirna Root	10096	-3184	1
7out04.odm	13	1007	Phirna Root	3184	-10016	1
7out04.odm	14	1007	Phirna Root	2160	-20496	1
7out04.odm	15	1007	Phirna Root	12064	-20432	1
7out04.odm	16	1007	Phirna Root	17440	-20000	1
7out04.odm	17	1007	Phirna Root	19952	-16272	1
7out04.odm	18	1007	Phirna Root	18976	-10816	1
7out04.odm	19	1007	Phirna Root	16960	-9216	1
7out04.odm	20	1007	Phirna Root	13344	-10304	5
7out04.odm	21	1007	Phirna Root	18864	11280	1
7out04.odm	22	1007	Phirna Root	13920	10128	1
7out04.odm	23	1007	Phirna Root	5152	20976	4
7out04.odm	24	1007	Phirna Root	11264	20912	1
7out04.odm	25	1007	Phirna Root	16960	20464	4
7out04.odm	26	1002	Widowsweep Berries	10560	17184	367
7out04.odm	27	1002	Widowsweep Berries	10544	13216	366
7out04.odm	28	1002	Widowsweep Berries	7104	19888	226
7out04.odm	29	1002	Widowsweep Berries	17792	16272	385
7out04.odm	30	1002	Widowsweep Berries	17680	13472	196
7out04.odm	31	1002	Widowsweep Berries	-19296	17376	2895
7out04.odm	32	1002	Widowsweep Berries	-18272	18112	3055
7out04.odm	33	1002	Widowsweep Berries	-19648	19136	3493
7out04.odm	34	1002	Widowsweep Berries	-18080	19632	3391
7out04.odm	35	1002	Widowsweep Berries	-18848	21168	3674
7out04.odm	36	1002	Widowsweep Berries	-17504	21840	3417
7out04.odm	37	1003	Crushed Rose Petals	-20640	19424	3475
7out04.odm	38	1003	Crushed Rose Petals	-17168	19472	3220
7out04.odm	39	1003	Crushed Rose Petals	-20240	18368	3324
7out04.odm	40	1003	Crushed Rose Petals	-17472	20752	3392
7out04.odm	41	1003	Crushed Rose Petals	4608	-1264	3060
7out04.odm	42	1003	Crushed Rose Petals	5840	-1216	2918
7out04.odm	43	1003	Crushed Rose Petals	2880	-800	3097
7out04.odm	44	1003	Crushed Rose Petals	-1024	-5920	1181
7out04.odm	45	1003	Crushed Rose Petals	1152	-6064	1150
7out04.odm	46	1003	Crushed Rose Petals	-240	-4976	1215
7out04.odm	47	1003	Crushed Rose Petals	2608	-5776	1281
7out04.odm	48	1003	Crushed Rose Petals	-5408	-6896	1081
7out04.odm	49	1003	Crushed Rose Petals	-4656	-7712	1187
7out04.odm	50	1003	Crushed Rose Petals	-5184	-8912	1180
7out04.odm	51	1003	Crushed Rose Petals	-5776	-11040	1075
7out04.odm	52	1003	Crushed Rose Petals	-6240	-12368	1025
7out04.odm	53	1003	Crushed Rose Petals	-4000	-15360	841
7out04.odm	54	1003	Crushed Rose Petals	-4784	-16160	1007
7out04.odm	55	1003	Crushed Rose Petals	-9008	-14640	1204
7out04.odm	56	1003	Crushed Rose Petals	-11264	-15440	1045
7out04.odm	57	1003	Crushed Rose Petals	-13168	-15536	1091
7out04.odm	58	1003	Crushed Rose Petals	-14256	-13920	1025
7out04.odm	59	1003	Crushed Rose Petals	-13568	-12992	1025
7out04.odm	60	1003	Crushed Rose Petals	-18832	-14560	1053
7out04.odm	61	1003	Crushed Rose Petals	-17984	-13440	1121
7out04.odm	62	1003	Crushed Rose Petals	-20592	-12240	1031
7out04.odm	63	1003	Crushed Rose Petals	-17296	-11488	1097
7out04.odm	64	1003	Crushed Rose Petals	-18448	-7312	1025
7out04.odm	65	1003	Crushed Rose Petals	-16432	-6208	1025
7out04.odm	66	1003	Crushed Rose Petals	-17824	-3392	1025
7out04.odm	67	1003	Crushed Rose Petals	-22256	10400	3286
7out04.odm	68	1003	Crushed Rose Petals	-7040	12672	1337
7out04.odm	69	1003	Crushed Rose Petals	-7904	14320	1511
7out04.odm	70	1003	Crushed Rose Petals	-3824	16688	1115
7out04.odm	71	1003	Crushed Rose Petals	-2912	12944	1109
7out04.odm	72	1003	Crushed Rose Petals	-992	10400	1231
7out04.odm	73	1003	Crushed Rose Petals	-624	8736	1336
7out04.odm	74	1003	Crushed Rose Petals	-9248	12448	1535
7out04.odm	75	1002	Widowsweep Berries	-6896	14512	1251
7out04.odm	76	1002	Widowsweep Berries	-1264	12464	1390
7out04.odm	77	1002	Widowsweep Berries	-2432	9824	1267
7out04.odm	78	1002	Widowsweep Berries	368	9424	1452
7out04.odm	79	1002	Widowsweep Berries	-5024	12768	1025
7out04.odm	80	1448	Horseshoe	-1752	-7176	1153
7out04.odm	81	1448	Horseshoe	-968	-7800	1074
7out04.odm	82	1448	Horseshoe	-1848	-5032	1229
7out04.odm	83	1000	Gold	-2704	13472	1134
7out04.odm	84	1000	Gold	-7344	14480	1357
7out04.odm	85	1000	Gold	-7072	15712	1261
7out04.odm	86	1000	Gold	-864	9840	1252
7out04.odm	87	846	Elven Longbow	-7504	13184	1408
7out04.odm	88	846	Elven Longbow	-1824	11888	1306
7out04.odm	89	846	Elven Longbow	-2560	14720	1145
7out04.odm	90	1010	Moonstone	-19984	7552	1025
7out04.odm	91	1010	Moonstone	-19952	9152	1025
7out04.odm	92	1010	Moonstone	-12768	12768	1025
7out04.odm	93	1011	Elvish Toadstool	-14784	8674	1101
7out04.odm	94	1011	Elvish Toadstool	-13808	9201	1046
7out04.odm	95	1011	Elvish Toadstool	-17472	14256	1025
7out04.odm	96	1011	Elvish Toadstool	-19856	11152	1025
7out04.odm	97	1020	Mercury	-15760	7728	1025
7out04.odm	98	1020	Mercury	-17600	7216	1025
7out04.odm	99	1020	Mercury	-20751	11597	2548
7out04.odm	100	1020	Mercury	-19856	12640	1025
7out04.odm	101	1491	Kergar-laced ore	-9632	2688	1839
7out04.odm	102	1491	Kergar-laced ore	-9616	896	193
7out04.odm	103	1491	Kergar-laced ore	-7889	209	1251
7out04.odm	104	1490	Phylt-laced ore	-8545	338	666
7out04.odm	105	1490	Phylt-laced ore	-9184	1520	193
7out04.odm	106	1490	Phylt-laced ore	-8576	2704	1961
7out04.odm	107	1490	Phylt-laced ore	-7104	2400	1939
7out04.odm	108	1490	Phylt-laced ore	-10240	1760	999
7out04.odm	109	813	Champion Sword	-15705	-16762	1025
7out04.odm	110	1535	Saints of Selinas Scroll 5	0	2	2462
7out04.odm	111	80	Orb Staff	-8992	3328	2011
7out04.odm	112	72	Field Hammer	-1888	11424	1291
7out04.odm	113	188	Gold	-7072	13408	1321
7out04.odm	114	1652	Simple Mace	-13216	9632	1121
7out04.odm	115	0	0	-16832	12512	964
7out05.odm	0	1448	Horseshoe	7840	-16240	2625
7out05.odm	1	1448	Horseshoe	8576	-16240	2625
7out05.odm	2	1448	Horseshoe	7600	-15544	2625
7out05.odm	3	1009	Harpy Feather	64	-8640	2109
7out05.odm	4	1009	Harpy Feather	-7874	1471	1370
7out05.odm	5	1009	Harpy Feather	-3650	5121	2246
7out05.odm	6	1009	Harpy Feather	6271	-4926	1834
7out05.odm	7	1009	Harpy Feather	7744	-8003	2717
7out05.odm	8	1009	Harpy Feather	-64	-3136	1681
7out05.odm	9	1009	Harpy Feather	-2240	-2304	1637
7out05.odm	10	1009	Harpy Feather	-6272	-10368	3041
7out05.odm	11	1004	Vial of Troll Blood	-1216	-5184	973
7out05.odm	12	1004	Vial of Troll Blood	12159	-10559	2458
7out05.odm	13	1004	Vial of Troll Blood	-1344	-11904	1957
7out05.odm	14	1004	Vial of Troll Blood	-8000	-4928	1737
7out05.odm	15	1004	Vial of Troll Blood	2816	768	1681
7out05.odm	16	222	Cure Wounds	6464	3328	129
7out05.odm	17	222	Cure Wounds	8894	3393	251
7out05.odm	18	222	Cure Wounds	13952	-2880	657
7out05.odm	19	222	Cure Wounds	15744	-3584	401
7out05.odm	20	222	Cure Wounds	-2752	-384	1565
7out05.odm	21	1418	Genie Lamp	21504	7488	3073
7out05.odm	22	1418	Genie Lamp	15168	5248	2761
7out05.odm	23	1418	Genie Lamp	-704	13888	3065
7out05.odm	24	1418	Genie Lamp	-8512	19904	3065
7out05.odm	25	1492	Erudine-laced ore	-11650	7425	1070
7out05.odm	26	1492	Erudine-laced ore	448	-960	1297
7out05.odm	27	1492	Erudine-laced ore	5184	-8896	1557
7out05.odm	28	1492	Erudine-laced ore	16704	-1408	1025
7out05.odm	29	1492	Erudine-laced ore	-17598	5119	2085
7out05.odm	30	1491	Kergar-laced ore	-2239	9598	603
7out05.odm	31	1491	Kergar-laced ore	-1216	2688	1537
7out05.odm	32	1491	Kergar-laced ore	-13119	-2433	1974
7out05.odm	33	1491	Kergar-laced ore	2880	-2112	1513
7out05.odm	34	1491	Kergar-laced ore	-21248	9534	3110
7out05.odm	35	1491	Kergar-laced ore	-13312	5888	1425
7out05.odm	36	232	Shield	-3175	13534	3073
7out05.odm	37	229	Heroism	-3168	13465	3073
7out05.odm	38	189	Gold	-640	16640	1
7out05.odm	39	1692	Steel Helm	-4767	-5250	1798
7out05.odm	40	902	Leather Belt	-6688	21760	1
7out05.odm	41	188	Gold	-7584	-7584	1925
7out06.odm	0	1448	Horseshoe	8872	17720	1
7out06.odm	1	1448	Horseshoe	9928	17640	1
7out06.odm	2	1448	Horseshoe	9032	16424	1
7out06.odm	3	1418	Genie Lamp	-20608	-11776	1025
7out06.odm	4	1418	Genie Lamp	-7136	-21344	1
7out06.odm	5	1418	Genie Lamp	18848	-9024	155
7out06.odm	6	1492	Erudine-laced ore	-20992	19328	801
7out06.odm	7	1492	Erudine-laced ore	-2816	20608	801
7out06.odm	8	1492	Erudine-laced ore	1984	9664	1
7out06.odm	9	1492	Erudine-laced ore	64	-3328	801
7out06.odm	10	1492	Erudine-laced ore	-8704	-3136	801
7out06.odm	11	1492	Erudine-laced ore	-21888	1536	673
7out06.odm	12	1492	Erudine-laced ore	768	-18438	795
7out06.odm	13	1491	Kergar-laced ore	13120	-21760	849
7out06.odm	14	1491	Kergar-laced ore	2752	64	801
7out06.odm	15	1491	Kergar-laced ore	-11648	9088	801
7out06.odm	16	1491	Kergar-laced ore	-14206	19778	92
7out06.odm	17	1491	Kergar-laced ore	2816	15232	1
7out06.odm	18	1448	Horseshoe	0	0	801
7out06.odm	19	188	Gold	-21376	-4736	801
7out06.odm	20	188	Gold	-15584	3328	801
7out06.odm	21	1702	Leather Belt	-17600	-3205	593
7out06.odm	22	1132	Town Portal	-3744	-11680	661
7out06.odm	23	189	Gold	8000	15168	801
7out06.odm	24	860	Club	5760	-20192	1377
7out06.odm	25	188	Gold	13984	-17728	801
7out06.odm	26	922	Brass Ring	-3744	10528	801
7out06.odm	27	189	Gold	10016	14976	801
7out06.odm	28	188	Gold	-12448	10528	801
7out06.odm	29	1019	Vial of Ooze Endoplasm	10048	-21568	849
7out06.odm	30	870	Officer's Leather	-3776	6464	801
out09.odm	0	1418	Genie Lamp	16744	-10000	86
out09.odm	1	1001	Gold	5192	-8312	385
out09.odm	2	1001	Gold	2760	-8688	353
out09.odm	3	851	Ideal Crossbow	-11688	-5768	225
out09.odm	4	856	Supreme Flail	-13920	-3240	193
out09.odm	5	63	Hunting Crossbow	4672	-8160	385
out09.odm	6	188	Gold	-12768	-7296	209
out09.odm	7	188	Gold	3072	-8992	353
out10.odm	0	998	Ruby	-9024	-12560	8001
out10.odm	1	998	Ruby	-8032	-13120	4998
out10.odm	2	998	Ruby	-6817	-12128	5498
out10.odm	3	998	Ruby	-6176	-12176	8001
out10.odm	4	998	Ruby	-9440	-10592	8001
out10.odm	5	1010	Moonstone	-8432	-13008	6998
out10.odm	6	1010	Moonstone	-10240	-11232	8001
out10.odm	7	1010	Moonstone	-9648	-13520	8001
out10.odm	8	1010	Moonstone	-6384	-13648	8001
out10.odm	9	1010	Moonstone	-5600	-11568	8001
out10.odm	10	1015	Garnet	-6864	-10592	8001
out10.odm	11	1015	Garnet	-9088	-9632	8001
out10.odm	12	1015	Garnet	-10464	-12112	8001
out10.odm	13	1015	Garnet	-8944	-14112	8001
out10.odm	14	1418	Genie Lamp	-8976	16576	1025
out10.odm	15	1418	Genie Lamp	19328	20240	1000
out10.odm	16	1001	Gold	19840	18272	1025
out10.odm	17	1001	Gold	12048	16672	797
out10.odm	18	1001	Gold	7200	15920	929
out10.odm	19	1001	Gold	-4288	17232	929
out10.odm	20	813	Champion Sword	-7696	15856	1025
out10.odm	21	865	Wizard Staff	18320	13824	1025
out10.odm	22	877	Golden Chain Mail	10736	-12128	3841
out10.odm	23	1493	Stalt-laced ore	-9952	-10176	8001
out10.odm	24	1493	Stalt-laced ore	-10272	-12512	8001
out10.odm	25	1493	Stalt-laced ore	-7488	-14016	8001
out10.odm	26	1493	Stalt-laced ore	-6240	-10720	8001
out10.odm	27	1492	Erudine-laced ore	-7296	-9920	8001
out10.odm	28	1492	Erudine-laced ore	-8192	-9440	8001
out10.odm	29	1492	Erudine-laced ore	-9568	-11296	8001
out10.odm	30	1492	Erudine-laced ore	-9888	-12480	8001
out10.odm	31	924	Platinum Ring	1536	19328	105
out10.odm	32	126	Vampire Cloak	-4160	20768	1
out10.odm	33	189	Gold	11136	19200	1
out10.odm	34	276	Essence of Accuracy	16704	21696	261
out10.odm	35	33	Battleaxe	8096	20256	1
out10.odm	36	187	Gold	19872	-9232	736
out10.odm	37	187	Gold	16856	-8160	543
out10.odm	38	835	Elven Spear	13504	19232	133
out11.odm	0	1018	Obsidian	1920	-1344	1
out11.odm	1	1018	Obsidian	9216	-3040	1
out11.odm	2	1018	Obsidian	9568	-5408	1
out11.odm	3	1018	Obsidian	18496	-7584	1
out11.odm	4	1018	Obsidian	20224	-12224	1
out11.odm	5	1018	Obsidian	21696	-17760	1
out11.odm	6	1018	Obsidian	15072	-21728	1
out11.odm	7	1018	Obsidian	12352	-20960	1
out11.odm	8	1018	Obsidian	7168	-14560	1
out11.odm	9	1018	Obsidian	-6976	-19904	1
out11.odm	10	1018	Obsidian	-13216	-19552	1
out11.odm	11	1018	Obsidian	-20576	-16416	1
out11.odm	12	1018	Obsidian	-21216	8064	1
out11.odm	13	1018	Obsidian	-15776	10368	1
out11.odm	14	1018	Obsidian	-19840	19072	1
out11.odm	15	1018	Obsidian	-9664	13504	1
out11.odm	16	1018	Obsidian	-6912	21024	1
out11.odm	17	1018	Obsidian	10496	12384	1
out11.odm	18	1018	Obsidian	11904	19744	1
out11.odm	19	1018	Obsidian	5536	16064	1
out11.odm	20	1018	Obsidian	19776	8096	1
out11.odm	21	1018	Obsidian	17888	4544	1
out11.odm	22	1018	Obsidian	-5664	-10848	97
out11.odm	23	1018	Obsidian	-8064	-4352	97
out11.odm	24	1018	Obsidian	6688	-21728	1
out11.odm	25	1018	Obsidian	7648	-18624	1
out11.odm	26	1018	Obsidian	9920	-15104	1
out11.odm	27	943	Fairy Wand of Ice	5200	18016	1
out11.odm	28	921	Paladin Boots	13408	16240	1
out11.odm	29	1008	Meteorite Fragment	11856	16032	1
out11.odm	30	1008	Meteorite Fragment	14960	-5520	1
out11.odm	31	1008	Meteorite Fragment	10400	-3712	1
out11.odm	32	1008	Meteorite Fragment	-16448	-12048	1
out11.odm	33	1008	Meteorite Fragment	-16096	-14480	1
out11.odm	34	1008	Meteorite Fragment	-17600	-9824	1
out11.odm	35	1008	Meteorite Fragment	12240	-19552	1
out11.odm	36	1008	Meteorite Fragment	8032	-15232	1
out11.odm	37	1008	Meteorite Fragment	-1088	4176	2241
out11.odm	38	1008	Meteorite Fragment	-6864	5040	2488
out11.odm	39	1000	Gold	-18912	-7488	1
out11.odm	40	1000	Gold	-17104	-6240	1
out11.odm	41	1000	Gold	12032	-16752	1
out11.odm	42	1001	Gold	21168	11936	1
out11.odm	43	1000	Gold	12464	19040	1
out11.odm	44	1000	Gold	-10144	21744	1
out11.odm	45	808	Barrow Leafblade	-10352	20848	1
out11.odm	46	827	 Battleaxe of Wings	-4832	21584	1
out11.odm	47	827	 Battleaxe of Wings	-20672	-6576	1
out11.odm	48	1491	Kergar-laced ore	-19648	-12576	1
out11.odm	49	1491	Kergar-laced ore	-4896	-9984	97
out11.odm	50	1491	Kergar-laced ore	-10496	-16160	1
out11.odm	51	1491	Kergar-laced ore	-864	-22080	97
out11.odm	52	1491	Kergar-laced ore	9056	-17056	1
out11.odm	53	1491	Kergar-laced ore	18880	-9856	1
out11.odm	54	1491	Kergar-laced ore	16288	5952	1
out11.odm	55	1491	Kergar-laced ore	7008	12288	1
out11.odm	56	1491	Kergar-laced ore	-10304	12704	1
out11.odm	57	1491	Kergar-laced ore	-16576	20992	1
out11.odm	58	1491	Kergar-laced ore	-17024	7232	705
out11.odm	59	1491	Kergar-laced ore	-12256	11648	257
out11.odm	60	1491	Kergar-laced ore	-9600	4608	97
out11.odm	61	1491	Kergar-laced ore	-14112	352	97
out11.odm	62	1491	Kergar-laced ore	-6720	-6816	1601
out11.odm	63	1537	Saints of Selinas Scroll 6	1291	-343	1
out11.odm	64	188	Gold	21984	2112	1
out11.odm	65	89	Rusty Mail Vest	-21152	-21152	1
out11.odm	66	1642	Ornate Trident	2176	-3040	1
out11.odm	67	1013	Fae Dust	2784	-992	1
out11.odm	68	188	Gold	3968	-19424	1
out11.odm	69	188	Gold	-20704	-17600	1
out11.odm	70	188	Gold	8736	-3264	1
out11.odm	71	115	Festival Hat	9376	-13888	1
out11.odm	72	188	Gold	-5952	-7648	1601
out11.odm	73	1646	Precision Bow	-10400	15840	1
out11.odm	74	1713	Knight Gauntlets	9207	-15734	1
out11.odm	75	914	Silver Mesh Gauntlets	8422	-15370	1
out11.odm	76	998	Ruby	10474	-15318	1
out11.odm	77	77	Thornbark Club	10059	-15303	1
out11.odm	78	925	Emerald Ring	7304	-15104	1
out11.odm	79	1935	Recharge Item	9353	-15133	1
out11.odm	80	839	Weighted Halberd	8521	-16016	581
out11.odm	81	171	Arcane Wand of Clouds	9809	-14622	1
out11.odm	82	828	Steel Axe	1825	-2427	1
out11.odm	83	894	Phynaxian Helm	2452	-1686	1
out11.odm	84	86	Caravaner's Leather	1583	-1632	1
out11.odm	85	86	Caravaner's Leather	2367	-1845	1
out11.odm	86	845	Longbow	1883	-1803	1
out11.odm	87	1747	Alacorn Wand of Fireballs	2541	-1363	1
out11.odm	88	855	Dwarven Morningstar	2573	-1699	1
out11.odm	89	1636	Savage Spear	1025	-1865	1
out11.odm	90	394	Pain Reflection	1080	-2067	1
out11.odm	91	146	Focal Ring	904	-1818	1
out11.odm	92	87	Regnan Leather	1851	-1879	1
out11.odm	93	1671	Dragon Leather	2434	-1355	1
out11.odm	94	832	Headsman's Poleaxe	1466	-1074	1
out11.odm	95	724	Divine Power Recipe	2247	-2608	1
out11.odm	96	147	Brass Charm	2412	-1554	1
out11.odm	97	1690	Astral Shield	1985	-1980	1
out12.odm	0	1418	Genie Lamp	12752	11616	1
out12.odm	1	1418	Genie Lamp	11728	13552	1
out12.odm	2	1418	Genie Lamp	1952	19280	1
out12.odm	3	1418	Genie Lamp	-3472	22272	1
out12.odm	4	1418	Genie Lamp	13856	-13904	1
out12.odm	5	1418	Genie Lamp	-20928	-21728	1
out12.odm	6	1001	Gold	-14448	15024	6401
out12.odm	7	1001	Gold	-13648	14848	6401
out12.odm	8	1001	Gold	-13632	14288	6401
out12.odm	9	1001	Gold	-15360	14384	6401
out12.odm	10	1001	Gold	-14624	14544	6401
out12.odm	11	1001	Gold	-14512	13744	6401
out12.odm	12	1001	Gold	-13040	14864	6401
out12.odm	13	1001	Gold	-15392	15552	6405
out12.odm	14	960	Mystic Wand of Shrinking	-22272	4896	4251
out12.odm	15	960	Mystic Wand of Shrinking	-20688	-6944	3378
out12.odm	16	821	Mage Dagger	-11056	-11760	1204
out12.odm	17	821	Mage Dagger	14208	4448	979
out12.odm	18	848	Griffin Bow	6560	15936	857
out12.odm	19	872	Royal Leather	-15440	15104	6406
out12.odm	20	269	Pure Accuracy	-10992	14736	7235
out12.odm	21	269	Pure Accuracy	4960	8576	1193
out12.odm	22	1016	Vial of Devil Ichor	15344	6000	830
out12.odm	23	1016	Vial of Devil Ichor	-19184	-10560	3201
out12.odm	24	1016	Vial of Devil Ichor	-19152	-13040	3201
out12.odm	25	1016	Vial of Devil Ichor	-11760	-11600	1217
out12.odm	26	1016	Vial of Devil Ichor	-11200	7488	7573
out12.odm	27	1016	Vial of Devil Ichor	-10016	4960	6897
out12.odm	28	1011	Elvish Toadstool	-12304	7376	7502
